onset	duration	trial_type	value	sample	stim_file
304.54638671875		blank_white_screen	705	623711	
304.73486328125		tool_visual_imagery_task	602	624097	
307.74658203125		blank_white_screen	705	630265	
321.84619140625		blank_white_screen	705	659141	
322.03759765625		animal_visual_imagery_task	602	659533	
325.04638671875		blank_white_screen	705	665695	
339.2294921875		blank_white_screen	705	694742	
339.41748046875		animal_visual_imagery_task	602	695127	
342.4296875		blank_white_screen	705	701296	
357.4462890625		blank_white_screen	705	732050	
357.640625		animal_visual_imagery_task	602	732448	
360.64599609375		blank_white_screen	705	738603	
375.09619140625		blank_white_screen	705	768197	
375.28564453125		animal_visual_imagery_task	602	768585	
378.2958984375		blank_white_screen	705	774750	
393.06298828125		blank_white_screen	705	804993	
393.24658203125		tool_visual_imagery_task	602	805369	
396.2626953125		blank_white_screen	705	811546	
410.94580078125		blank_white_screen	705	841617	
411.13916015625		animal_visual_imagery_task	602	842013	
414.1455078125		blank_white_screen	705	848170	
428.5625		blank_white_screen	705	877696	
428.7548828125		animal_visual_imagery_task	602	878090	
431.76220703125		blank_white_screen	705	884249	
446.01220703125		blank_white_screen	705	913433	
446.19970703125		animal_visual_imagery_task	602	913817	
449.21240234375		blank_white_screen	705	919987	
464.24560546875		blank_white_screen	705	950775	
464.4248046875		animal_visual_imagery_task	602	951142	
467.4287109375		blank_white_screen	705	957294	
482.31201171875		blank_white_screen	705	987775	
482.50341796875		animal_visual_imagery_task	602	988167	
485.51220703125		blank_white_screen	705	994329	
500.32861328125		blank_white_screen	705	1024673	
500.52587890625		tool_visual_imagery_task	602	1025077	
503.52880859375		blank_white_screen	705	1031227	
554.91162109375		blank_white_screen	705	1136459	
555.103515625		tool_visual_imagery_task	602	1136852	tools/vacuum_cleaner_PNG56.png
558.11181640625		blank_white_screen	705	1143013	
572.97802734375		blank_white_screen	705	1173459	
573.1708984375		tool_visual_imagery_task	602	1173854	tools/broom_PNG58.png
576.17822265625		blank_white_screen	705	1180013	
590.69482421875		blank_white_screen	705	1209743	
590.8818359375		animal_visual_imagery_task	602	1210126	animals/elephants_PNG18808.png
593.89453125		blank_white_screen	705	1216296	
608.578125		blank_white_screen	705	1246368	
608.7744140625		tool_visual_imagery_task	602	1246770	tools/hand_saw_PNG9540.png
611.77783203125		blank_white_screen	705	1252921	
626.677734375		blank_white_screen	705	1283436	
626.85888671875		animal_visual_imagery_task	602	1283807	animals/bear_PNG23456.png
629.861328125		blank_white_screen	705	1289956	
644.79443359375		blank_white_screen	705	1320539	
644.98779296875		animal_visual_imagery_task	602	1320935	animals/dog_PNG50396.png
647.99462890625		blank_white_screen	705	1327093	
662.36083984375		blank_white_screen	705	1356515	
662.55224609375		animal_visual_imagery_task	602	1356907	animals/crow_PNG3114.png
665.56103515625		blank_white_screen	705	1363069	
680.4775390625		blank_white_screen	705	1393618	
680.66845703125		animal_visual_imagery_task	602	1394009	animals/crab_PNG37.png
683.677734375		blank_white_screen	705	1400172	
697.77734375		blank_white_screen	705	1429048	
697.97314453125		animal_visual_imagery_task	602	1429449	animals/frog_PNG35767.png
700.9775390625		blank_white_screen	705	1435602	
715.59375		blank_white_screen	705	1465536	
715.7900390625		animal_visual_imagery_task	602	1465938	animals/tiger_PNG23242.png
718.7939453125		blank_white_screen	705	1472090	
733.59375		blank_white_screen	705	1502400	
733.779296875		tool_visual_imagery_task	602	1502780	tools/corkscrew_PNG43.png
736.7939453125		blank_white_screen	705	1508954	
751.39404296875		blank_white_screen	705	1538855	
751.58056640625		animal_visual_imagery_task	602	1539237	animals/lion_PNG562.png
754.59375		blank_white_screen	705	1545408	
817.84326171875		blank_white_screen	705	1674943	
818.02783203125		animal_visual_imagery_task	602	1675321	
821.04345703125		blank_white_screen	705	1681497	
835.14306640625		blank_white_screen	705	1710373	
835.34130859375		tool_visual_imagery_task	602	1710779	
838.34326171875		blank_white_screen	705	1716927	
852.626953125		blank_white_screen	705	1746180	
852.81689453125		tool_visual_imagery_task	602	1746569	
855.82666015625		blank_white_screen	705	1752733	
869.9931640625		blank_white_screen	705	1781746	
870.1806640625		animal_visual_imagery_task	602	1782130	
873.193359375		blank_white_screen	705	1788300	
887.64306640625		blank_white_screen	705	1817893	
887.8271484375		tool_visual_imagery_task	602	1818270	
890.84326171875		blank_white_screen	705	1824447	
905.109375		blank_white_screen	705	1853664	
905.30126953125		tool_visual_imagery_task	602	1854057	
908.3095703125		blank_white_screen	705	1860218	
922.6591796875		blank_white_screen	705	1889606	
922.85302734375		animal_visual_imagery_task	602	1890003	
925.859375		blank_white_screen	705	1896160	
940.42626953125		blank_white_screen	705	1925993	
940.611328125		animal_visual_imagery_task	602	1926372	
943.6259765625		blank_white_screen	705	1932546	
957.79248046875		blank_white_screen	705	1961559	
957.9873046875		tool_visual_imagery_task	602	1961958	
960.99267578125		blank_white_screen	705	1968113	
975.92578125		blank_white_screen	705	1998696	
976.119140625		tool_visual_imagery_task	602	1999092	
979.1259765625		blank_white_screen	705	2005250	
994.04248046875		blank_white_screen	705	2035799	
994.232421875		animal_visual_imagery_task	602	2036188	
997.24267578125		blank_white_screen	705	2042353	
1011.458984375		blank_white_screen	705	2071468	
1011.64404296875		animal_visual_imagery_task	602	2071847	
1014.6591796875		blank_white_screen	705	2078022	
1071.775390625		blank_white_screen	705	2194996	
1071.96923828125		tool_visual_imagery_task	602	2195393	
1089.99169921875		blank_white_screen	705	2232303	
1090.1796875		animal_visual_imagery_task	602	2232688	
1107.74169921875		blank_white_screen	705	2268655	
1107.92041015625		tool_visual_imagery_task	602	2269021	
1125.05810546875		blank_white_screen	705	2304119	
1125.23681640625		tool_visual_imagery_task	602	2304485	
1142.49169921875		blank_white_screen	705	2339823	
1142.66552734375		tool_visual_imagery_task	602	2340179	
1160.07470703125		blank_white_screen	705	2375833	
1160.2626953125		tool_visual_imagery_task	602	2376218	
1177.4248046875		blank_white_screen	705	2411366	
1177.61181640625		animal_visual_imagery_task	602	2411749	
1195.5576171875		blank_white_screen	705	2448502	
1195.74365234375		animal_visual_imagery_task	602	2448883	
1212.90771484375		blank_white_screen	705	2484035	
1213.10498046875		tool_visual_imagery_task	602	2484439	
1230.8076171875		blank_white_screen	705	2520694	
1230.99853515625		tool_visual_imagery_task	602	2521085	
1248.57421875		blank_white_screen	705	2557080	
1248.7705078125		animal_visual_imagery_task	602	2557482	
1265.923828125		blank_white_screen	705	2592612	
1266.11962890625		animal_visual_imagery_task	602	2593013	
1316.4736328125		blank_white_screen	705	2696138	
1316.96484375		tool_visual_imagery_task	602	2697144	tools/keyboard_PNG5858.png
1319.9736328125		blank_white_screen	705	2703306	
1334.240234375		blank_white_screen	705	2732524	
1334.7353515625		tool_visual_imagery_task	602	2733538	tools/pen_PNG7418.png
1337.740234375		blank_white_screen	705	2739692	
1352.0068359375		blank_white_screen	705	2768910	
1352.4921875		animal_visual_imagery_task	602	2769904	animals/crab_PNG37.png
1355.5068359375		blank_white_screen	705	2776078	
1369.39013671875		blank_white_screen	705	2804511	
1369.87353515625		tool_visual_imagery_task	602	2805501	tools/hammer_PNG1133.png
1372.89013671875		blank_white_screen	705	2811679	
1387.58984375		blank_white_screen	705	2841784	
1388.07861328125		animal_visual_imagery_task	602	2842785	animals/elephants_PNG18808.png
1391.08984375		blank_white_screen	705	2848952	
1404.95654296875		blank_white_screen	705	2877351	
1405.4482421875		animal_visual_imagery_task	602	2878358	animals/duck_PNG5028.png
1408.45654296875		blank_white_screen	705	2884519	
1422.78955078125		blank_white_screen	705	2913873	
1423.28125		tool_visual_imagery_task	602	2914880	tools/broom_PNG58.png
1426.28955078125		blank_white_screen	705	2921041	
1440.689453125		blank_white_screen	705	2950532	
1441.17431640625		tool_visual_imagery_task	602	2951525	tools/bottle_opener_PNG24.png
1444.189453125		blank_white_screen	705	2957700	
1458.939453125		blank_white_screen	705	2987908	
1459.4296875		animal_visual_imagery_task	602	2988912	animals/bear_PNG23456.png
1462.439453125		blank_white_screen	705	2995076	
1477.123046875		blank_white_screen	705	3025148	
1477.603515625		tool_visual_imagery_task	602	3026132	tools/toothbrash_PNG10557.png
1480.60595703125		blank_white_screen	705	3032281	
1494.7392578125		blank_white_screen	705	3061226	
1495.23681640625		animal_visual_imagery_task	602	3062245	animals/crow_PNG3114.png
1498.2392578125		blank_white_screen	705	3068394	
1512.5888671875		blank_white_screen	705	3097782	
1513.0859375		tool_visual_imagery_task	602	3098800	tools/chain_saw_PNG18513.png
1516.08935546875		blank_white_screen	705	3104951	
1572.70556640625		blank_white_screen	705	3220901	
1572.8955078125		tool_visual_imagery_task	602	3221290	tools/hammer_PNG1133.png
1575.90576171875		blank_white_screen	705	3227455	
1590.60546875		blank_white_screen	705	3257560	
1590.7890625		tool_visual_imagery_task	602	3257936	tools/microwave_PNG15726.png
1593.80517578125		blank_white_screen	705	3264113	
1608.705078125		blank_white_screen	705	3294628	
1608.89013671875		animal_visual_imagery_task	602	3295007	animals/pig_PNG2215.png
1611.9052734375		blank_white_screen	705	3301182	
1626.671875		blank_white_screen	705	3331424	
1626.859375		animal_visual_imagery_task	602	3331808	animals/crab_PNG37.png
1629.87158203125		blank_white_screen	705	3337977	
1644.13818359375		blank_white_screen	705	3367195	
1644.322265625		tool_visual_imagery_task	602	3367572	tools/computer_mouse_PNG7688.png
1647.33837890625		blank_white_screen	705	3373749	
1662.15478515625		blank_white_screen	705	3404093	
1662.353515625		animal_visual_imagery_task	602	3404500	animals/elephants_PNG18808.png
1665.35498046875		blank_white_screen	705	3410647	
1680.23828125		blank_white_screen	705	3441128	
1680.42431640625		animal_visual_imagery_task	602	3441509	animals/frog_PNG35767.png
1683.43798828125		blank_white_screen	705	3447681	
1698.0546875		blank_white_screen	705	3477616	
1698.2431640625		animal_visual_imagery_task	602	3478002	animals/tiger_PNG23242.png
1701.2548828125		blank_white_screen	705	3484170	
1715.8876953125		blank_white_screen	705	3514138	
1716.076171875		tool_visual_imagery_task	602	3514524	tools/hammer_PNG1133.png
1719.087890625		blank_white_screen	705	3520692	
1734.1708984375		blank_white_screen	705	3551582	
1734.361328125		animal_visual_imagery_task	602	3551972	animals/tiger_PNG23242.png
1737.37109375		blank_white_screen	705	3558136	
1752.00439453125		blank_white_screen	705	3588105	
1752.19482421875		animal_visual_imagery_task	602	3588495	animals/bear_PNG23456.png
1755.2041015625		blank_white_screen	705	3594658	
