onset	duration	trial_type	value	sample	stim_file
354.33056640625		blank_white_screen	705	725669	
354.52685546875		tool_visual_imagery_task	602	726071	
357.5302734375		blank_white_screen	705	732222	
371.63037109375		blank_white_screen	705	761099	
371.828125		animal_visual_imagery_task	602	761504	
374.830078125		blank_white_screen	705	767652	
389.013671875		blank_white_screen	705	796700	
389.208984375		animal_visual_imagery_task	602	797100	
392.21337890625		blank_white_screen	705	803253	
407.24658203125		blank_white_screen	705	834041	
407.43212890625		animal_visual_imagery_task	602	834421	
410.447265625		blank_white_screen	705	840596	
424.8798828125		blank_white_screen	705	870154	
425.07666015625		animal_visual_imagery_task	602	870557	
428.080078125		blank_white_screen	705	876708	
442.8466796875		blank_white_screen	705	906950	
443.037109375		tool_visual_imagery_task	602	907340	
446.04638671875		blank_white_screen	705	913503	
460.74658203125		blank_white_screen	705	943609	
460.9306640625		animal_visual_imagery_task	602	943986	
463.94677734375		blank_white_screen	705	950163	
478.34619140625		blank_white_screen	705	979653	
478.54638671875		animal_visual_imagery_task	602	980063	
481.54638671875		blank_white_screen	705	986207	
495.79638671875		blank_white_screen	705	1015391	
495.990234375		animal_visual_imagery_task	602	1015788	
498.99609375		blank_white_screen	705	1021944	
514.029296875		blank_white_screen	705	1052732	
514.21533203125		animal_visual_imagery_task	602	1053113	
517.2294921875		blank_white_screen	705	1059286	
532.09619140625		blank_white_screen	705	1089733	
532.29541015625		animal_visual_imagery_task	602	1090141	
535.2958984375		blank_white_screen	705	1096286	
550.12939453125		blank_white_screen	705	1126665	
550.3173828125		tool_visual_imagery_task	602	1127050	
553.32958984375		blank_white_screen	705	1133219	
614.8125		blank_white_screen	705	1259136	
614.99658203125		tool_visual_imagery_task	602	1259513	tools/vacuum_cleaner_PNG56.png
618.01220703125		blank_white_screen	705	1265689	
632.87890625		blank_white_screen	705	1296136	
633.06396484375		tool_visual_imagery_task	602	1296515	tools/broom_PNG58.png
636.0791015625		blank_white_screen	705	1302690	
650.57861328125		blank_white_screen	705	1332385	
650.7734375		animal_visual_imagery_task	602	1332784	animals/elephants_PNG18808.png
653.77880859375		blank_white_screen	705	1338939	
668.478515625		blank_white_screen	705	1369044	
668.66748046875		tool_visual_imagery_task	602	1369431	tools/hand_saw_PNG9540.png
671.6787109375		blank_white_screen	705	1375598	
686.56201171875		blank_white_screen	705	1406079	
686.751953125		animal_visual_imagery_task	602	1406468	animals/bear_PNG23456.png
689.76171875		blank_white_screen	705	1412632	
704.6953125		blank_white_screen	705	1443216	
704.880859375		animal_visual_imagery_task	602	1443596	animals/dog_PNG50396.png
707.89501953125		blank_white_screen	705	1449769	
722.2451171875		blank_white_screen	705	1479158	
722.435546875		animal_visual_imagery_task	602	1479548	animals/crow_PNG3114.png
725.44482421875		blank_white_screen	705	1485711	
740.37841796875		blank_white_screen	705	1516295	
740.5625		animal_visual_imagery_task	602	1516672	animals/crab_PNG37.png
743.578125		blank_white_screen	705	1522848	
757.67822265625		blank_white_screen	705	1551725	
757.86572265625		animal_visual_imagery_task	602	1552109	animals/frog_PNG35767.png
760.87841796875		blank_white_screen	705	1558279	
775.49462890625		blank_white_screen	705	1588213	
775.6826171875		animal_visual_imagery_task	602	1588598	animals/tiger_PNG23242.png
778.69482421875		blank_white_screen	705	1594767	
793.478515625		blank_white_screen	705	1625044	
793.6728515625		tool_visual_imagery_task	602	1625442	tools/corkscrew_PNG43.png
796.677734375		blank_white_screen	705	1631596	
811.27783203125		blank_white_screen	705	1661497	
811.4736328125		animal_visual_imagery_task	602	1661898	animals/lion_PNG562.png
814.47802734375		blank_white_screen	705	1668051	
870.2607421875		blank_white_screen	705	1782294	
870.4423828125		animal_visual_imagery_task	602	1782666	
873.4443359375		blank_white_screen	705	1788814	
887.560546875		blank_white_screen	705	1817724	
887.7568359375		tool_visual_imagery_task	602	1818126	
890.7607421875		blank_white_screen	705	1824278	
905.0439453125		blank_white_screen	705	1853530	
905.232421875		tool_visual_imagery_task	602	1853916	
908.244140625		blank_white_screen	705	1860084	
922.41064453125		blank_white_screen	705	1889097	
922.595703125		animal_visual_imagery_task	602	1889476	
925.6103515625		blank_white_screen	705	1895650	
940.0439453125		blank_white_screen	705	1925210	
940.24267578125		tool_visual_imagery_task	602	1925617	
943.24365234375		blank_white_screen	705	1931763	
957.52685546875		blank_white_screen	705	1961015	
957.716796875		tool_visual_imagery_task	602	1961404	
960.72705078125		blank_white_screen	705	1967569	
975.0771484375		blank_white_screen	705	1996958	
975.2685546875		animal_visual_imagery_task	602	1997350	
978.27685546875		blank_white_screen	705	2003511	
992.82666015625		blank_white_screen	705	2033309	
993.0263671875		animal_visual_imagery_task	602	2033718	
996.02685546875		blank_white_screen	705	2039863	
1010.2099609375		blank_white_screen	705	2068910	
1010.404296875		tool_visual_imagery_task	602	2069308	
1013.41015625		blank_white_screen	705	2075464	
1028.34326171875		blank_white_screen	705	2106047	
1028.53515625		tool_visual_imagery_task	602	2106440	
1031.54345703125		blank_white_screen	705	2112601	
1046.4599609375		blank_white_screen	705	2143150	
1046.64794921875		animal_visual_imagery_task	602	2143535	
1049.65966796875		blank_white_screen	705	2149703	
1063.85986328125		blank_white_screen	705	2178785	
1064.06005859375		animal_visual_imagery_task	602	2179195	
1067.07666015625		blank_white_screen	705	2185373	
1123.92578125		blank_white_screen	705	2301800	
1124.1201171875		tool_visual_imagery_task	602	2302198	
1142.142578125		blank_white_screen	705	2339108	
1142.330078125		animal_visual_imagery_task	602	2339492	
1159.892578125		blank_white_screen	705	2375460	
1160.06884765625		tool_visual_imagery_task	602	2375821	
1177.208984375		blank_white_screen	705	2410924	
1177.38720703125		tool_visual_imagery_task	602	2411289	
1194.642578125		blank_white_screen	705	2446628	
1194.81494140625		tool_visual_imagery_task	602	2446981	
1212.2255859375		blank_white_screen	705	2482638	
1212.4130859375		tool_visual_imagery_task	602	2483022	
