onset	duration	trial_type	value	sample	stim_file
304.31591796875		blank_white_screen	705	623239	
304.5126953125		tool_visual_imagery_task	602	623642	
307.515625		blank_white_screen	705	629792	
321.6328125		blank_white_screen	705	658704	
321.80615234375		animal_visual_imagery_task	602	659059	
324.81591796875		blank_white_screen	705	665223	
338.9990234375		blank_white_screen	705	694270	
339.185546875		animal_visual_imagery_task	602	694652	
342.19921875		blank_white_screen	705	700824	
357.232421875		blank_white_screen	705	731612	
357.40771484375		animal_visual_imagery_task	602	731971	
360.41552734375		blank_white_screen	705	738131	
374.86572265625		blank_white_screen	705	767725	
375.0537109375		animal_visual_imagery_task	602	768110	
378.0654296875		blank_white_screen	705	774278	
392.83203125		blank_white_screen	705	804520	
393.01318359375		tool_visual_imagery_task	602	804891	
396.01513671875		blank_white_screen	705	811039	
410.71533203125		blank_white_screen	705	841145	
410.9072265625		animal_visual_imagery_task	602	841538	
413.9150390625		blank_white_screen	705	847698	
428.33203125		blank_white_screen	705	877224	
428.5224609375		animal_visual_imagery_task	602	877614	
431.53173828125		blank_white_screen	705	883777	
445.78173828125		blank_white_screen	705	912961	
445.9765625		animal_visual_imagery_task	602	913360	
448.98193359375		blank_white_screen	705	919515	
464.01513671875		blank_white_screen	705	950303	
464.20263671875		animal_visual_imagery_task	602	950687	
467.21484375		blank_white_screen	705	956856	
482.08154296875		blank_white_screen	705	987303	
482.271484375		animal_visual_imagery_task	602	987692	
485.28173828125		blank_white_screen	705	993857	
500.11474609375		blank_white_screen	705	1024235	
500.2939453125		tool_visual_imagery_task	602	1024602	
503.2978515625		blank_white_screen	705	1030754	
554.8310546875		blank_white_screen	705	1136294	
555.0244140625		tool_visual_imagery_task	602	1136690	tools/vacuum_cleaner_PNG56.png
558.03125		blank_white_screen	705	1142848	
572.8974609375		blank_white_screen	705	1173294	
573.091796875		tool_visual_imagery_task	602	1173692	tools/broom_PNG58.png
576.09765625		blank_white_screen	705	1179848	
590.6142578125		blank_white_screen	705	1209578	
590.8017578125		animal_visual_imagery_task	602	1209962	animals/elephants_PNG18808.png
593.81396484375		blank_white_screen	705	1216131	
